"collection_id","seed_id","collection_no","collection_date","mission_no","collectors","collection_source","collection_note"
"2819","2819","P/T/C/32","15/11/2012","24","Lhab, Ugyen, Wa","Farm store","Nil"
"2820","2820","P/T/D/33","15/11/2012","24","Lhab, Ugyen, Wa","Farm store","Nil"
"2821","2821","P/T/D/34","15/11/2012","24","Lhab,Ugyen. Wan","Farm store","Nil"
"2822","2822","P/T/D/35","15/11/2012","24","Lhab, Ugyen Wan","Farm store","Also known as Dawa Yangkum"
"2823","2823","P/T/D/36","15/11/2012","24","Ugyen, Lhab, wa","Farm store","Nil"
"2824","2824","P/T/K/37","15/11/2012","24","Ugyen, Lhab, Wa","Farm store","Nil"
"2825","2825","P/T/K/38","15/11/2012","24","ugyen, Lhab, wa","Farm store","wild boar and birds problem in paddy field"
"2826","2826","P/T/K/39","15/11/2012","23","Ugyen Phuntsho,","Farm store","Nil"
"2827","2827","P/T/K40","15/11/2012","23","Leela Maya, Ugy","Farm store","Nil"
"2828","2828","P/T/K/41","15/11/2012","23","Leela Maya, Ugy","Farm store","Low yield, Late variety, Red rice"
"2829","2829","P/T/K/42","15/11/2012","23","Leela Maya, Ugy","Farm store","Used during religious rituals and local consumption,
-Rarely grown in the locality, only by 1-2 households"
"2830","2830","P/T/K/43","15/11/2012","23","Leela Maya, Ugy","Farm store","Irrigated Twice
-Grown for Brewing and making flour"
"2831","2831","P/T/C/44","15/11/2012","23","Leela Maya, Ugy","Farm store","Grown as two croppings, Nursery- Feb/March
Planting- Late April/ July, Harvesting- August/ November."
"2832","2832","P/T/C/45","15/11/2012","23","Leela Maya, Ugy","Farm store","Not very good for consumption as the rice gets hard when it cools down."
"2833","2833","P/C/C/46","16/11/2012","23","Leela Maya Adhi","Farm store","Considered very good cattle feed.
Used for Brewing"
"2834","2834","P/C/C/47","16/11/2012","23","Leela Maya Adhi","Farm store","Only two varieties grown in the locality- Chumro and Gyemja"
"2835","2835","P/C/J/48","16/11/2012","23","Leela Maya Adhi","Farm store","Rice not very good quality."
"2836","2836","P/C/J/49","16/11/2012","23","Leela Maya Adhi","Farm store","Nil"
"2837","2837","P/S/D","16/11/2012","23","Leela Maya Adhi","Farm store","Yield not very High"
"2838","2838","P/S/D/51","16/11/2012","23","Leela Maya Adhi","Farm store","Nil"
"2839","2839","P/S/D/52","16/11/2012","23","Leela Maya Adhi","Farm store","Used for Duna in Religious rituals and for brewing"
"2840","2840","P/S/D/53","16/11/2012","23","Leela Maya Adhi","Farm store","Grown for oil extraction"
"2841","2841","P/S/D/54","16/11/2012","23","Performs better","Farm store","Grown for Tshoe, Druna in rituals and flour"
"2842","2842","P/S/D/55","16/11/2012","24","Performs better","Farm store","Two types- Black and white, but black is off type.
Just grown in kitchen Gardens"
"2843","2843","P/S/D/56","16/11/2012","24","Performs better","Farm store","Used for Brewing , Seep making"
"2844","2844","P/S/D/57","16/11/2012","24","Performs better","Farm store","Cattle feed and brewing"
"2845","2845","P/S/J/58","16/11/2012","24","Performs better","Farm store","Nil"
"2846","2846","P/S/K/59","16/11/2012","24","Performs better","Farm store","Bit early compared to Dawa Yangkum and also gown in lower altitude"
"2847","2847","P/S/K/60","16/11/2012","24","Madhu Devi, Ugy","Farm store","Nil"
"2848","2848","D/T/B/01","04-01-11","22","Wang Tshering ,","Farm store","No lodging"
"2849","2849","D/T/B/02","04-07-11","22","Wang Tshering, ","Farm store","Sample rejected due to pest damage"
"2850","2850","D/T/B/03","04-07-11","22","Wang Tshering, ","Farm store","Nil"
"2851","2851","D/L/S/03","04-08-11","22","Wang Tshering, ","Farm store","Nil"
"2852","2852","T/D/T/01","07-09-10","22","Wang Tshering, ","Farm store","Nil"
"2853","2853","T/D/T/02","09-07-10","22","Wang Tshering, ","Farm store","Nil"
"2854","2854","D/T/B/04","04-07-11","22","Wang Tshering, ","Farm store","Nil"
"2855","2855","D/T/N/01","07-04-11","22","Wang Tshering, ","Farm store","Sample poor quality 
-Rejected"
"2856","2856","D/T/N/02","04-07-11","22","Wang Tshering, ","Farm store","Nil"
"2857","2857","D/T/B/05","04-07-11","22","Wang Tshering, ","Farm store","Sample Rejected"
"2858","2858","D/L/S/01","04-07-11","22","Wang Tshering, ","Farm store","Sample Rejected"
"2859","2859","D/T/N/07","04-07-11","22","Wang Tshering, ","Farm store","Nil"
"2860","2860","P/Z/T/01","28/01/2013","25","U Phuntsho, L T","Farm store","Nil"
"2861","2861","P/Z/T/02","25/02/2013","25","UP,LT and WT","Farm store","Nil"
"2862","2862","P/Z/T/03","28/01/2013","25","UPhuntsho, LT A","Farm store","Grasshopper infestation"
"2863","2863","P/Z/T/04","28/02/2013","25","UPhuntsho, L Ts","Farm store","Nil"
"2864","2864","P/Z/T/05","28/01/2013","25","UP,LT AND WT","Farm store","Nil"
"2865","2865","P/L/L/06","01-06-13","25","UP,LT and WT","Farm store","Nil"
"2866","2866","P/L/L/07","01-07-13","25","UP, LT AND WT","Farm store","Nil"
"2867","2867","P/L/L/08","26/01/2013","25","UP,LT AND WT","Farm store","Nil"
"2868","2868","P/L/L/09","26/01/2013","25","UP,LT AND WT","Farm store","Not very productive, wild animal damage
No diseases"
"2869","2869","P/L/L/10","30/01/2013","25","UP,LT AND WT","Farm store","For making flour and brewing purpose"
"2870","2870","P/L/L/11","30/01/2013","25","UP,LT AND WT","Farm store","Nil"
"2871","2871","P/L/L/12","30/01/2013","25","UP LT AND WT","Farm store","marketing and cattle feed purpose"
"2872","2872","P/L/L/13","30/01/2013","25","UP,LT AND WT","Farm store","white and red mixed"
"2873","2873","P/L/D/14","30/01/2013","25","UP,LT AND WT","Farm store","Mixed with maize"
"2874","2874","P/L/D/15","30/01/2013","25","UP,LT AND WT","Farm store","Sten borer and deer problem"
"2875","2875","P/L/D/16","30/01/2013","25","UP,LT AND WT","Farm store","brewing and cattle feed when green leaf"
"2876","2876","P/L/O/17","30/01/2013","25","UP,LT AND WT","Farm store","Nil"
"2877","2877","P/L/O/18","30/01/2013","25","UP,LT AND WT","Farm store","Nil"
"2878","2878","P/L/O/19","30/01/2013","25","UP,LT AND WT","Farm store","Nil"
"2879","2879","P/L/O/20","30/01/2013","25","UP,LT AND UP","Farm store","Nil"
"2880","2880","P/T/N/21","31/03/2013","25","UP,LT AND WT","Farm store","Nil"
"2881","2881","P/T/N/22","31/01/2013","25","UP,LT AND WT","Farm store","Nil"
"2882","2882","P/T/N/23","31/01/2013","25","UP,LT AND WT","Farm store","Nil"
"2883","2883","P/T/N/24","31/01/2013","25","UP,LT AND WT","Farm store","Nil"
"2884","2884","P/T/N/25","31/01/2013","25","UP,LT AND WT","Farm store","Nil"
"2885","2885","P/T/B/26","31/01/2013","25","UP,LT AND WT","Farm store","wild boar problem"
"2886","2886","P/T/T/27","31/01/2013","25","UP,LT AND WT","Farm store","For making bitten maize"
"2887","2887","P/T/T/28","31/01/2013","25","UP,LT AND WT","Farm store","Nil"
"2888","2888","P/T/L/29","31/01/2013","25","UP,LT AND WT","Farm store","For making Demdezang"
"2889","2889","P/T/L/30","31/01/2013","25","up.lt and wt","Farm store","Nil"
"2890","2890","P/T/L/31","19/01/2013","24","UP,LT AND WT","Farm store","NIl"
"2891","2891","P/T/Z/32","22/01/2013","24","UP,LT AND WT","Farm store","Nil"
"2892","2892","p/t/s/33","22/01/2013","24","UP.WT and Lt","Farm store","Strong resistant to wind at the time of fruiting but over maturing gives some shattering"
"2893","2893","p/t/s/34","22/01/2013","24","UP,WT and LT","Farm store","Nil"
"2894","2894","p/b/c/35","02-01-13","24","UP,WTand LT","Farm store","Kuzu radio for wild animal control"
"2895","2895","p/b/c/36","01-02-13","24","UP.WT and LT","Farm store","nil"
"2896","2896","p/b/c/37","02-02-13","24","UP,WT and LT","Farm store","Nil"
"2897","2897","B/R/K/1","05-01-13","25","Neelam Pradhan","Farm store","High yield potential,"
"2898","2898","B/K/R/2","05-01-13","25","Neelam pradhan","Farm store","Nil"
"2899","2899","B/K/1/","05-01-13","25","Neelam Pradhan","Farm store","Nil"
"2900","2900","B/K/2","05-01-13","25","Neelam Pradhan","Farm store","NIl"
"2901","2901","C/B/P/01","30/08/2012","25","Laxmi Thapa","Farm store","Curry and spices
Farmer restrain sharing of seeds"
"2902","2902","T/K/K/01","30/05/2013","25","Laxmi Thapa","Farm store","Restrain from seeds sharing, use for curry and species"
"2903","2903","P/B/C/38","02-02-13","24","UP,WT AND LT","Farm store","Nil"
"2904","2904","P/B/C/39","02-01-13","24","WT,LT and Up","Farm store","Nil"
"2905","2905","P/B/C/40","02-02-13","24","UP,WT AND LT","Farm store","Nil"
"2906","2906","P/B/C/41","02-02-13","24","UP,WT and Lt","Farm store","Nil"
"2907","2907","P/G/T/42","02-02-13","24","UP,WT AND LT","Farm store","Nil"
"2908","2908","P/G/T/43","02-02-13","24","UP,WT AND LT","Farm store","Nil"
"2909","2909","p/g/t/44","02-02-13","24","UP,Lt and WT","Farm store","Nil"
"2910","2910","P/G/T/45","02-02-13","24","UP,WT AND LT","Farm store","Nil"
"2911","2911","P/G/Y/46","02-02-13","24","UP,WT AND LT","Farm store","Husk black/brownish"
"2912","2912","p/g/y/47","02-02-13","24","UP,LT and WT","Farm store","Nil"
"2913","2913","P/G/Y/48","02-02-13","24","UP,WT AND LT","Farm store","Nil"
"2914","2914","P/T/R/49","02-02-02","24","UPWT AND LT","Farm store","Nil"
"2915","2915","P/T/R/51","02-02-13","24","UP,WT AND LT","Farm store","Nil"
"2916","2916","P/T/R/52","02-02-13","24","UPWT AND LT","Farm store","Nil"
"2917","2917","P/T/R/53","02-02-13","24","UP,WT AND LT","Farm store","Nil"
"2918","2918","P/T/S/54","02-02-13","24","UP WT AND LT","Farm store","Nil"
"2919","2919","P/T/T/55","02-02-13","24","UP WT AND LT","Farm store","Nil"
"2920","2920","P/T/G/3","23/10/2012","22","A.M.TAMANG,WT A","Farm store","Peduncle inside
thick skin
less yield compared to baygap ema
very spices"
"2921","2921","P/T/G/4","23/10/2012","22","A.M.TAMANG,UP A","Farm store","Nil"
"2922","2922","P/T/B/50","02-04-13","25","WT,UP AND LT","Farm store","Mixed with zaw for making mengay
used as curry
grown well in tsheri
"
"2923","2923","P/T/B/56","02-04-13","25","UP, WT and LT","Farm store","mixed with wheat and barley to make flour
usesd as jatsam
"
"2924","2924","P/T/B/57","02-04-13","25","UP,WT AND LT","Farm store","cattle feed
brewing purpose"
"2925","2925","P/T/B/58","02-04-13","25","UP.WT AND LT","Farm store","Nil"
"2926","2926","P/T/B/59","02-04-13","25","UP, WT AND LT","Farm store","Nil"
"2927","2927","P/T/B/60","02-04-13","25","UP,WT AND LT","Farm store","cattle ffed and brewing purpose"
"2928","2928","P/T/B/61","02-04-13","25","UP,WT ND LT","Farm store","Nil"
"2929","2929","P/T/B/62","02-04-13","25","UP,WT AND LT","Farm store","Nil"
"2930","2930","P/T/B/63","02-04-13","25","UP,WT AND LT","Farm store","Nil"
"2931","2931","P/T/B/64","02-04-13","25","UP,WT AND LT","Farm store","Nil"
"2932","2932","M/K/K/04","05-03-13","26","Lhab Tshering","Farm store","collected fro Tarayana fair Clck tower"
"2933","2933","M/K/K/05","05-03-13","26","lHAB TSHERING","Farm store","Nil"
"2934","2934","M/K/K/06","05-03-13","26","Lhab Tshering","Farm store","NIl"
"2935","2935","M/K/K/07","03-05-13","26","Lhab Tshering","Farm store","Nil"
"2936","2936","M/K/K/08","05-03-13","26","Lhab Tshering","Farm store","Nil"
"2937","2937","M/K/K/09","05-03-13","26","Lhab Tshering","Farm store","Nil"
"2938","2938","M/K/K/10","05-03-13","26","Lhab Tshering","Farm store","NIl"
"2939","2939","M/K/K/11","05-03-13","26","Lhab Tshering","Farm store","Nil"
"2940","2940","B/R/K/2","05-10-13","25","NEELAM PRADHAN","Farm store","tolerant to blast.insect and diseases"
"2941","2941","3","18/07/2008","0","Neelam Pradhan","Farm store","Nil"
"2942","2942","p/t/k/40","15/11/2012","24","UP.WT and LT","Farm store","Rarely grown"
"2943","2943","1","04-02-14","0","Lhab Dorji","Farm store","Nil"
"2944","2944","2","02-04-14","0","Lhab Dorji","Farm store","Nil"
"2945","2945","3","04-02-14","0","Lhab Dorji","Farm store","Nil"
"2946","2946","4","04-02-14","0","Lhab Dorji","Farm store","Nil"
"2947","2947","Lhab Dorji","02-04-14","0","Lhab Dorji","Farm store","Nil"
"2948","2948","5","04-02-14","0","Lhab Dorji","Farm store","Nil"
"2949","2949","6","04-02-14","0","Lhab Dorji","Farm store","Nil"
"2950","2950","7","04-02-14","0","Lhab Dorji","Farm store","Nil"
"2951","2951","8","04-02-14","0","Lhab Dorji","Farm store","Nil"
"2952","2952","9","04-02-14","0","Lhab Dorji","Farm store","Nil"
"2953","2953","10","02-04-14","0","Lhab Dorji","Farm store","Nil"
"2954","2954","11","04-02-14","0","Lhab Dorji","Farm store","Nil"
"2955","2955","12","02-04-14","0","Lhab Dorji","Farm store","Nil"
"2956","2956","13","02-04-14","0","Lhab Dorji","Farm store","Nil"
"2957","2957","1","12-11-13","0","Kinley Tenzin","Farm store","Nil"
"2958","2958","2","12-11-13","0","Yusipang","Farm store","Nil"
"2959","2959","3","12-11-13","0","Yusipang","Farm store","Nil"
"2960","2960","4","12-11-13","0","yusipang","Farm store","Nil"
"2961","2961","5","12-11-13","0","yusipang","Farm store","Nil"
"2962","2962","6","12-11-13","0","Yusipang","Farm store","Nil"
"2963","2963","7","12-11-13","0","Yusipang","Farm store","Nil"
"2964","2964","8","12-11-13","0","yusipang","Farm store","Nil"
"2965","2965","9","12-11-13","0","Yusipang","Farm store","Nil"
"2966","2966","10","12-11-13","0","Yusipang","Farm store","Nil"
"2967","2967","yusipang","12-11-13","0","Yusipang","Farm store","Nil"
"2968","2968","12","12-11-13","0","Yusipang","Farm store","Nil"
"2969","2969","13","12-11-13","0","Yusipang","Farm store","Nil"
"2970","2970","14","12-11-13","0","Yusipang","Farm store","Nil"
"2971","2971","15","12-11-13","0","Yusipang","Farm store","Nil"
"2972","2972","16","12-11-13","0","yusipang","Farm store","Nil"
"2973","2973","17","12-11-13","0","Yusipang","Farm store","Nil"
"2974","2974","18","12-11-13","0","Yusipang","Farm store","Nil"
"2975","2975","t/n/b/01","13/04/2014","0","A.M.U.P& R.Dorj","Farm store","Thick skin
No wrinkled
Good taste"
"2976","2976","t/n/b/02","13/04/2014","0","A.M.U.P & R. Do","Farm store","Good taste
wrinkled type pods"
"2977","2977","z/n/b/1","20/01/2014","1","Jambay ugyen","Farm store","Nil"
"2978","2978","z/n/b/02","20/01/2014","1","jambay ugyen","Farm store","Nil"
"2979","2979","z/n/b/03","20/01/2014","1","jambay Ugyen","Farm store","Nil"
"2980","2980","z/n/b/04","20/01/2014","1","Jambay Ugyen","Farm store","Nil"
"2981","2981","z/n/b/05","20/01/2014","1","Jambay Ugyen","Farm store","Nil"
"2982","2982","z/n/n/06","20/01/2014","1","Jambay Ugyen","Farm store","Nil"
"2983","2983","z/n/n/07","20/01/2014","1","jambay Ugyen","Farm store","Nil"
"2984","2984","z/n/n/08","20/01/2014","1","jambay Ugyen","Farm store","Nil"
"2985","2985","z/n/n/09","20/01/2014","1","Jambay Ugyen","Farm store","Nil"
"2986","2986","z/n/n/10","22/01/2014","1","Jambay Ugyen","Farm store","Nil"
"2987","2987","z/n/n/11","22/01/2014","1","Jambay Ugyen","Farm store","Nil"
"2988","2988","z/n/n/12","22/01/2014","1","jambay Ugyen","Farm store","Nil"
"2989","2989","z/n/n/13","22/01/2014","1","jambay ugyen","Farm store","Nil"
"2990","2990","z/n/n/14","22/01/2014","1","jambay Ugyen","Farm store","Nil"
"2991","2991","z/n/t/15","23/01/2014","1","Jambay Ugyen","Farm store","Nil"
"2992","2992","z/n/z/16","27/01/2014","1","Jambay Ugyen","Farm store","Nil"
"2993","2993","z/n/d/17","14/02/2015","1","Jambay Ugyen","Farm store","Nil"
"2994","2994","z/n/d/18","14/02/2015","1","jambay Ugyen","Farm store","nil"
"2995","2995","z/n/d/19","14/02/2015","1","Jambay Ugyen","Farm store","Nil"
"2996","2996","z/n/d/20","14/02/2015","1","jambay Ugyen","Farm store","Nil"
"2997","2997","z/n/d/21","14/02/2015","1","jambay Ugyen","Farm store","Nil"
"2998","2998","z/n/d/22","14/02/2015","1","jambay Ugyen","Farm store","Nil"
"2999","2999","z/n/d/23","14/02/2015","1","jambay Ugyen","Farm store","Nil"
"3000","3000","z/n/d/24","14/02/2015","1","Jambay Ugyen","Farm store","nil"
"3001","3001","z/n/d/25","14/02/2015","1","Jambay Ugyen","Farm store","Nil"
"3002","3002","z/n/d/26","14/02/2015","1","Jambay Ugyen","Farm store","Nil"
"3003","3003","t/w/l/1","01-03-14","1","Karma Tenzin","Farm store","Nil"
"3004","3004","t/w/l/2","01-03-14","1","Karma Tenzin","Farm store","Nil"
"3005","3005","t/w/l/3","01-03-14","1","Karma Tenzin","Farm store","Nil"
"3006","3006","t/w/l/4","01-03-14","1","Karma Tenzin","Farm store","Nil"
"3007","3007","t/w/l/5","03-01-14","1","karma Tenzin","Farm store","Nil"
"3008","3008","T/W/L/6","01-03-14","1","Karma Tenzin (A","Farm store","Used in the form of dal
Also important constituent of Dru-na-gu
Collected by CNR students as a part of their B.Sc (Agri) research desertation"
"3009","3009","T/W/l/07","03-01-14","1","Karma Tenzin (A","Farm store","Used as dal, one of the constituents of Dru-na-gu.
Collected by CNR student as part of their B.Sc (Agri) desertation. "
"3010","3010","t/w/l/08","01-03-14","1","Karma Tenzin","Farm store","Nil"
"3011","3011","t/w/l/09","01-03-14","1","Karma Tenzin","Farm store","Nil"
"3012","3012","t/w/l/10","01-03-14","1","Karma Tenzin","Farm store","Nil"
"3013","3013","t/w/l/11","03-01-14","1","karma Tenzin","Farm store","Nil"
"3014","3014","t/w/l/12","03-01-14","1","karma Tenzin","Farm store","Nil"
"3015","3015","t/w/l/13","01-03-14","1","Karma Tenzin","Farm store","Nil"
"3016","3016","t/w/l/14","01-03-14","1","Karma Tenzin","Farm store","Nil"
"3017","3017","t/w/l/15","01-03-14","1","karma Tenzin","Farm store","Nil"
"3018","3018","t/w/l/16","01-03-14","1","Karma Tenzin","Farm store","Nil"
"3019","3019","t/w/l/17","01-03-14","1","Karma Tenzin","Farm store","Nil"
"3020","3020","t/w/l/18","01-03-14","1","karma Tenzin","Farm store","Nil"
"3021","3021","t/n/03","22/04/2014","1","Dasho Sherun Gy","Farm store","Want us to do seed multiplication and distributed it to the farmers"
"3022","3022","t/w/l/19","01-03-14","1","karma Tenzin","Farm store","Nil"
"3023","3023","t/w/l/20","01-03-14","1","Karma Tenzin","Farm store","Nil"
"3024","3024","t/w/l/21","01-04-14","1","Karma Tenzin","Farm store","Nil"
"3025","3025","t/w/l/22","01-04-14","1","Karma tenzin","Farm store","Nil"
"3026","3026","t/w/l/23","01-04-14","1","Karma Tenzin","Farm store","Nil"
"3027","3027","t/w/l/25","01-04-14","1","KarmaTenzin","Farm store","Nil"
"3028","3028","T/W/l/26","04-01-14","1","Karma Tenzin (A","Farm store","Famous in Kangpara and Ozrong area also. Used as dal and also important constituent of dru-na-gu. "
"3029","3029","t/w/l/27","01-04-14","1","karma Tenzin","Farm store","Nil"
"3030","3030","t/w/l/28","01-04-14","1","Karma Tenzin","Farm store","Nil"
"3031","3031","t/w/l/29","01-04-14","1","Karma Tenzin","Farm store","Nil"
"3032","3032","t/w/l/30","01-04-14","1","karma Tenzin","Farm store","Nil"
"3033","3033","t/w/l/31","01-04-14","1","Karma Tenzin","Farm store","Nil"
"3034","3034","t/w/l/32","01-04-14","1","Karma Tenzin","Farm store","Nil"
"3035","3035","t/w/l/33","01-04-14","1","Karma Tenzin","Farm store","Nil"
"3036","3036","t/w/l/34","01-04-14","1","Karma Tenzin","Farm store","Nil"
"3037","3037","t/w/l/35","01-04-14","1","Karma Tenzin","Farm store","Nil"
"3038","3038","t/w/l/36","01-04-14","1","Karma Tenzin","Farm store","Nil"
"3039","3039","t/w/l/37","01-05-14","1","Karma Tenzin","Farm store","Nil"
"3040","3040","t/w/l/38","01-05-14","1","Karma Tenzin","Farm store","Nil"
"3041","3041","t/w/l/39","01-05-14","1","Karma Tenzin","Farm store","Nil"
"3042","3042","t/w/l/40","01-05-14","1","Karma Tenzin","Farm store","Nil"
"3043","3043","t/w/l/41","01-05-14","1","Karma Tenzin","Farm store","Nil"
"3044","3044","t/w/l/42","01-05-14","1","Karma Tenzin","Farm store","Nil"
"3045","3045","t/w/l/43","05-01-14","1","karma Tenzin","Farm store","Samples refected due to insect infestation."
"3046","3046","t/w/l/44","06-01-14","1","Karma Tenzin","Farm store","Nil"
"3047","3047","t/w/l/45","01-05-14","1","Karma Tenzin","Farm store","Nil"
"3048","3048","t/w/l/46","01-06-14","1","Karma Tenzin","Farm store","Nil"
"3049","3049","T/W/L/47","01-06-14","1","Karma Tenzin (A","Farm store","Commonly known as scarlet beans or runner beans. Green pods used as vegetable, Grains used as dal"
"3050","3050","t/w/l/48","01-06-14","1","Karma Tenzin","Farm store","Nil"
"3051","3051","t/w/l/49","01-06-14","1","Karma Tenzin","Farm store","Nil"
"3052","3052","t/w/l/50","01-06-14","1","Karma Tenzin","Farm store","Nil"
"3053","3053","t/w/l/51","01-06-14","1","Karma Tenzin","Farm store","Nil"
"3054","3054","t/w/l/52","01-06-14","1","Karma Tenzin","Farm store","Nil"
"3055","3055","t/w/l/53","05-06-14","1","Karma Tenzin","Farm store","Nil"
"3056","3056","t/w/l/54","01-06-14","1","Karma Tenzin","Farm store","Nil"
"3057","3057","t/w/l/55","01-08-14","1","Karma Tenzin","Farm store","Nil"
"3058","3058","t/w/l/56","01-08-14","1","Karma Tenzin","Farm store","Nil"
"3059","3059","t/w/l/57","13/05/2014","1","Karma Tenzin","Farm store","Nil"
"3060","3060","t/w/l/58","01-08-14","1","Karma Tenzin","Farm store","Nil"
"3061","3061","t/w/l/59","01-08-14","1","Karma Tenzin","Farm store","Nil"
"3062","3062","t/w/l/60","01-08-14","1","Karma Tenzin","Farm store","Nil"
"3063","3063","t/w/l/61","01-06-14","1","Karma Tenzin","Farm store","Nil"
"3064","3064","t/w/l/62","01-06-14","1","Karma Tenzin","Farm store","Nil"
"3065","3065","t/w/l/63","01-08-14","1","Karma Tenzin","Farm store","Nil"
"3066","3066","t/w/l/64","01-08-14","1","Karma Tenzin","Farm store","Nil"
"3067","3067","Karma Tenzin","01-08-14","1","t/w/l/65","Farm store","Nil"
"3068","3068","t/w/l/66","01-12-14","1","Karma Tenzin","Farm store","Nil"
"3069","3069","t/w/l/67","01-12-14","1","Karma Tenzin","Farm store","Nil"
"3070","3070","t/w/l/68","01-12-14","1","Karma Tenzin","Farm store","Nil"
"3071","3071","t/w/l/69","01-12-14","1","Karma Tenzin","Farm store","nil"
"3072","3072","t/w/l/70","13/01/2014","1","Karma Tenzin","Farm store","Nil"
"3073","3073","t/w/l/71","13/01/2014","1","karma Tenzin","Farm store","Nil"
"3074","3074","t/w/l/72","13/01/2014","1","Karma Tenzin","Farm store","Nil"
"3075","3075","t/w/l/73","13/01/2014","1","Karma Tenzin","Farm store","Nil"
"3076","3076","t/w/l/74","13/01/2014","1","Karma Tenzin","Farm store","Nil"
"3077","3077","t/w/l/75","13/01/2014","1","karma Tenzin","Farm store","Nil"
"3078","3078","t/w/l/76","13/01/2014","1","Karma Tenzin","Farm store","Nil"
"3079","3079","t/w/l/77","13/01/2014","1","karma Tenzin","Farm store","Nil"
"3080","3080","t/w/l/78","13/01/2014","1","karma Tenzin","Farm store","Nil"
"3081","3081","t/w/l/79","13/01/2014","1","Karma Tenzin","Farm store","Nil"
"3082","3082","G/L/N/01","25/09/2013","1","Tsheltrim Dorji","Farm store","Used to feed yaks and horses and not used for human consumption"
"3083","3083","G/L/N/02","25/09/2013","1","Tsheltrim Dorji","Farm store","For self consumption in the form of kabchey"
"3084","3084","G/L/P/03","25/09/2013","1","Tsheltrim Dorji","Farm store","past for 20 years as edible oil.At the moment,fried and pounded using wooden pound and made into porridge as a feed for horses."
"3085","3085","G/K/D/04","28/09/2013","1","A. Tamang, W. T","Farm store","used as kapchi, animal feed, local ara, important constituent of Dru-na-gu, important crop for dryland as they do not have wetland"
"3086","3086","G/K/D/05","28/09/2013","1","A. Tamang, W. T","Farm store","Used as kapchi,animal feed, brewing ara, impoprtant constituent of Dru-na-gu"
"3087","3087","G/K/D/06","28/09/2013","1","Tshewang Gyelts","Farm store","For self consumption and animal feed"
"3088","3088","G/K/D/07","28/09/2013","1","Tshewang Gyelts","Farm store","Nil"
"3089","3089","G/K/D/08","28/09/2013","1","W. Tshering, A.","Farm store","For self consumption in the form of keptang and drengo and used as animal feed. Important constituent of Dru-na-gu"
"3090","3090","G/K/D/09","28/09/2013","1","Tshewang gyelts","Farm store","for self consumption and animal feed"
"3091","3091","t/w/l/80","13/01/2014","1","karma Tenzin","Farm store","Nil"
"3092","3092","t/w/l/81","13/01/2014","1","Karma Tenzin","Farm store","Nil"
"3093","3093","t/w/l/82","13/01/2014","1","karma Tenzin","Farm store","Nil"
"3094","3094","t/w/l/83","13/01/2014","1","Karma tenzin","Farm store","Nil"
"3095","3095","t/w/l/84","13/01/2014","1","Karma Tenzin","Farm store","Nil"
"3096","3096","t/w/l/84","13/01/2014","1","karma Tenzin","Farm store","sample rejected due to moth infestation"
"3097","3097","t/w/l/85","14/01/2014","1","Karma tenzin","Farm store","Nil"
"3098","3098","t/w/l/86","14/01/2014","1","karma Tenzin","Farm store","Nil"
"3099","3099","t/w/l/87","15/14/2014","1","Karma Tenzin","Farm store","Nil"
"3100","3100","t/w/l/88","15/14/2014","1","Karma Tenzin","Farm store","Nil"
"3101","3101","t/w/l/89","15/14/2014","1","Karma Tenzin","Farm store","Nil"
"3102","3102","t/w/l/90","15/14/2014","1","Karma tenzin","Farm store","Nil"
"3103","3103","t/w/l/91","15/14/2014","1","karma Tenzin","Farm store","Nil"
"3104","3104","t/w/l/92","15/14/2014","1","Karma Tenzin","Farm store","Nil"
"3105","3105","t/w/l/93","15/14/2014","1","karma Tenzin","Farm store","Nil"
"3106","3106","t/w/l/94","15/14/2014","1","karma Tenzin","Farm store","Nil"
"3107","3107","t/w/l/95","15/14/2014","1","Karma tenzin","Farm store","Nil"
"3108","3108","t/w/l/96","15/14/2014","1","Karma Tenzin","Farm store","Nil"
"3109","3109","t/w/l/97","15/14/2014","1","karma Tenzin","Farm store","Nil"
"3110","3110","t/w/l/98","15/14/2014","1","Karma Tenzin","Farm store","Nil"
"3111","3111","t/w/l/99","18/01/2014","1","Karma Tenzin","Farm store","Nil"
"3112","3112","t/w/l/100","18/01/2014","1","Karma Tenzin","Farm store","Nil"
"3113","3113","t/w/l/101","18/01/2014","1","karma Tenzin","Farm store","Nil"
"3114","3114","t/w/l/102","18/01/2014","1","Karma Tenzin","Farm store","Nil"
"3115","3115","t/w/l/103","18/01/2014","1","karma Tenzin","Farm store","Nil"
"3116","3116","t/w/l/104","18/01/2014","1","karma Tenzin","Farm store","Nil"
"3117","3117","m/c/n/02","14/02/2014","1","Ugyen Norbu","Farm store","Nil"
"3118","3118","m/c/k/03","14/02/2014","1","Ugyen norbu","Farm store","Nil"
"3119","3119","m/c/c/04","14/02/2014","1","Ugyen norbu","Farm store","Nil"
"3120","3120","m/c/s/05","14/02/2014","1","Ugyen Norbu","Farm store","Nil"
"3121","3121","m/c/k/06","14/02/2014","1","Ugyen Norbu","Farm store","Nil"
"3122","3122","m/c/l/07","14/02/2014","1","Ugyen Norbu","Farm store","Nil"
"3123","3123","m/c/a/08","14/02/2014","1","Ugyen Norbu","Farm store","Nil"
"3124","3124","m/c/s/09","22/02/2014","1","Ugyen Norbu","Farm store","Nil"
