"seed_id","donor_id","collection_rep","type","samplestatus_id","p_user_id","crop_name","family","genus","species","sub_texa","local_name","localvariety_name","material_type","classification","resistant","susceptible","important","p_stored_date"
"3519","3519","s/t/s/09","passport","2","1","Finger Millet","Poaceae","Eleusine","coracana","spp","Kodo","Phangray","Seed","Cereal","Nil","Nil","Nil","Old Data"
"3520","3520","s/t/s/10","passport","2","1","Sweet Buckwheat","Polygonaceae","Fagopyrum","esculentum","spp","Faphar","Mithay faphar","Seed","Cereal","Nil","Nil","Nil","Old Data"
"3521","3521","s/t/s/11","passport","2","1","Mustard","Brassicaceae","Brassica","campestris","spp","Tori","Tori","Seed","Oil","Nil","Nil","Nil","Old Data"
"3522","3522","s/t/s/12","passport","3","1","Paddy","Poaceae","Oryza","sativa","spp","Dhan","Nunia Dhan","Seed","Cereal","Nil","Nil","Nil","Old Data"
"3523","3523","s/t/d/1","passport","0","1","Paddy","Poaceae","Oryza","sativa","spp","Dhan","Kalo Nunia","Seed","Cereal","Nil","Nil","Nil","Old Data"
"3524","3524","s/t/d/2","passport","2","1","Mustard","Brassicaceae","Brassica","campestris","spp","Tori","Nil","Seed","Oil","Nil","Nil","Nil","Old Data"
"3525","3525","s/t/d/3","passport","3","1","Maize","Poaceae","Zea","mays","spp","Makai","Sheti makai","Seed","Cereal","Nil","Nil","tall variety
2 cobs per plant","Old Data"
"3526","3526","s/t/d/4","passport","2","1","Finger Millet","Poaceae","Eleusine","coracana","spp","Kodo","Kalo kodo","Seed","Cereal","Nil","Nil","Nil","Old Data"
"3527","3527","s/t/d/5","passport","3","1","Paddy","Poaceae","Oryza","sativa","spp","Dhan","Juwa Dhan","Seed","Cereal","Nil","Nil","Ninia and Jawa matures late by one month","Old Data"
"3528","3528","s/t/d/6","passport","3","1","Paddy","Poaceae","Oryza","sativa","spp","Dhan","Timburay Dhan","Seed","Cereal","Nil","Nil","Nil","Old Data"
"3529","3529","s/t/k/02","passport","2","1","Finger Millet","Poaceae","Eleusine","coracana","spp","Kodo","Nil","Seed","Cereal","Nil","Nil","Nil","Old Data"
"3530","3530","s/t/k/03","passport","3","1","Paddy","Poaceae","Oryza","sativa","spp","Dhan","Bihari Dhan","Seed","Cereal","Nil","Nil","Nil","Old Data"
"3531","3531","s/t/k/04","passport","0","1","Gram","Fabaceae","Vigna","spp","spp","Bori","Hariyo Bori","Seed",,"Nil","Nil","Nil","Old Data"
"3532","3532","s/n/n/01","passport","3","1","Paddy","Poaceae","Oryza","sativa","spp","Dhan","Jawadhan","Seed","Cereal","Nil","Nil","Scented rice
tall
easy threshing
good milling recovery","Old Data"
"3533","3533","s/t/d12","passport","2","1","Finger Millet","Poaceae","Eleusine","coracana","spp","kodo","Sheto kodo","Seed","Cereal","Nil","Nil","Nil","Old Data"
"3534","3534","s/t/d/11","passport","3","1","Paddy","Poaceae","Oryza","sativa","spp","Dhan","Kalo Nunia","Seed","Cereal","nil","Nil","Nil","Old Data"
"3535","3535","s/n/d/62","passport","3","1","Paddy","Poaceae","Oryza","sativa","spp","Dhan","Pakha Dhan","Seed","Cereal","Nil","NIl","Nil","Old Data"
"3536","3536","d/t/p/20","passport","0","1","Paddy","Poaceae","Oryza","sativa","spp","Dhan","Anadi Dhan","Seed","Cereal","Nil","Nil","Grain white
husk reddish
awned present
les wild animal attack
soft rice
Low cost crop","Old Data"
"3537","3537","t/p/p/01","passport","3","1","Paddy","Poaceae","Oryza","sativa","spp","Dhan","Tagmaroo","Seed","Cereal","Nil","Nil","Grains red color
Early maturity
Easy threshing
Good taste
Good milling recovery
High yielding","Old Data"
"3538","3538","t/p/p/02","passport","2","1","Maize","Poaceae","Zea","mays","spp","Makai","Pailo makai","Seed","Cereal","Nil","Nil","Yellow kernels
Good yielding
Early matirity
Plant height tall
Good storage life
Good for making corn","Old Data"
"3539","3539","t/p/p/03","passport","2","1","Finger Millet","Poaceae","Eleusine","coracana","spp","Kodo","Murkhey kodo","Seed","Cereal","Nil","Nil","Clsoed panicle
Good taste
dark brown seeds","Old Data"
"3540","3540","t/p/p/04","passport","2","1","Bean","Fabaceae","Phaseolus","vulgaris","spp","Bori","kanchi Bori","Seed","Legumes","Nil","Nil","Climber type
Pure white seeds
Small seeds
consumed soft seeds , cover and pod","Old Data"
"3541","3541","t/p/p/05","passport","3","1","Bean","Fabaceae","Phaseolus","vulgaris","spp","Bori","Gew Bori","Seed","Legumes","Nil","Nil","Climber
String less
Red and white srriped seeds
Good taste
Both seeds and pods edible","Old Data"
"3542","3542","t/p/p/06","passport","2","1","Bean","Fabaceae","Phaseolus","vulgaris","spp","Bori","Dulal Bori","Seed","Legumes","Nil","Nil","Climber
brown seed
High yilding
Both seed and pod edible
Dal purpose","Old Data"
"3543","3543","t/p/p/07","passport","2","1","Soya bean","Fabaceae","Glycine","max","spp","Badmas","Kalo badmas","Seed","Oil","Nil","Nil","brown color type seed
High yielding
making fermented soya bean","Old Data"
"3544","3544","t/p/p/08","passport","2","1","Soya bean","Fabaceae","Glycine","max","spp","Badmas","Sheto Badmas","Seed","Oil","Nil","Nil","Seeds color yellow type
high yielding
Good for making fermented soyabean","Old Data"
"3545","3545","t/p/p/09","passport","0","1","Pea","Fabaceae","Pisum","sativum","spp","mator","Mator","Seed","Legumes","Nil","Nil","Climber
Big pod
Good taste
dark green pod and seed
Both seed and cover can be consumed","Old Data"
"3546","3546","t/p/p/10","passport","0","1","Chilli","Solanaceae","Capsicum","annuum","spp","Khorsaney","Dolay Khorsaney","Seed","Vegetable","Nil","Nil","Roubd pod shape
Very hot pungent
Good for making local pickle
Plant may last for more than 5 years","Old Data"
"3547","3547","t/p/p/11","passport","0","1","Mustard green","Brassicaceae","Brassica","juncea","spp","Sag","rai sag","Seed","Oil","Nil","Nil","Dark green leaves
Bigger size leaves
making local pickle gundru
Seeds smaller than mustard seeds
Dar","Old Data"
"3548","3548","t/p/p/12","passport","0","1","Pumpkin","Cucurbitaceae","Cucurbita","pepo","spp","Pharshey","Mandalay Pharsa","Seed","Vegetable","Nil","Nil","Climber 
Green color fruit
Big size seeds
Yellow color inside
White color seeds","Old Data"
"3549","3549","t/p/p/13","passport","0","1","Cucumber","Cucurbitaceae","Cucumis","sativus","spp","Kangkra","Chacury kangkra","Seed","Vegetable","Nil","Nil","Climber
Fruit big size
Dark green color
Long in size fruit","Old Data"
"3550","3550","t/p/p/14","passport","3","1","Maize","Poaceae","Zea","mays","spp","Makai","Kali Makai","Seed","Cereal","Nil","Nil","Dark/purple color grians color
Early maturity
Good taste
Less flour
2-3- cobs /plant
making kharang
","Old Data"
"3551","3551","t/p/p/15","passport","2","1","Mustard","Brassicaceae","Brassica","campestris","spp","Tori","kalo Tori","Seed","Oil","Nil","Nil","Black color seeds
Less oil content
Oil extraction purpose
Early maturity","Old Data"
"3552","3552","t/p/p/16","passport","0","1","Mustard green","Brassicaceae","Brassica","juncea","spp","Sag","Rai sag","Seed","Oil","Nil","Nil","Red leaves
seeds color red","Old Data"
"3553","3553","t/p/p/17","passport","0","1","Perilla","Lamiaceae","Perilla","frutescens","spp","Silam","Silam","Seed","Oil","Nil","Nil","Oil extraction
Pickling purpose
Roasted and mixed with zaw
Used for butter tea to add flavour","Old Data"
"3554","3554","t/p/p/18","passport","2","1","Maize","Poaceae","Zea","mays","spp","Makai","karmo makai","Seed","Cereal","Nil","Nil","White kernels grains
Good taste sweet type
best for mixing  with rice 
Early meturity
High yielding
","Old Data"
"3555","3555","t/p/p/19","passport","0","1","Finger Millet","Poaceae","Eleusine","coracana","spp","Kodo","Jumkay Kodo","Seed","Cereal","Nil","Nil","Opened panicle
Good yielding
Early maturity
Light brown grains
Easy threshing","Old Data"
"3556","3556","t/p/p/20","passport","0","1","Bean","Fabaceae","Phaseolus","vulgaris","spp","Bori","Gew Bori","Seed","Legumes","Nil","Nil","Climber type
Seed smaller type size
Red and white stripped seeds
good taste
Good market value","Old Data"
"3557","3557","t/p/p/21","passport","0","1","Bean","Fabaceae","Phaseolus","vulgaris","spp","Bori","Gew Bori","Seed","Legumes","Nil","Nil","Climber type
Dark red color seeds
Good taste
Good market value","Old Data"
"3558","3558","t/p/p/22","passport","0","1","Chilli","Solanaceae","Capsicum","annuum","spp","Khorsaney","lamchey khorsan","Seed","Vegetable","Nil","Nil","Long pod/big size
Good for making dry red chilli for off season
High yield","Old Data"
"3559","3559","t/p/t/23","passport","0","1","Mustard green","Brassicaceae","Brassica","juncea","spp","Sag","Rai Sag","Seed","Oil","Nil","Nil","Dark green leaves
Bigger size leaves","Old Data"
"3560","3560","t/p/t/24","passport","0","1","Chilli","Solanaceae","Capsicum","annuum","spp","Khorsaney","Dollay Khorsane","Seed","Vegetable","Nil","Nil","Round shape fruit /pod
Hottest chilli
Good market value
Best for making local pickle","Old Data"
"3561","3561","t/p/t/25","passport","3","1","Bean","Fabaceae","Phaseolus","vulgaris","spp","Bori","Gew Bori","Seed","Legumes","Nil","Nil","String less
red and white spotted seeds
best price
high price
Climber
pod also spotted","Old Data"
"3562","3562","t/p/t/26","passport","0","1","Bean","Fabaceae","Phaseolus","vulgaris","spp","Bori","Pailo Bori","Seed","Legumes","Nil","Nil","yellow seeds
Good for dal
Climber type","Old Data"
"3563","3563","t/p/t/27","passport","2","1","Perilla","Lamiaceae","Perilla","frutescens","spp","Silam","White Silam","Seed","Oil","Nil","Nil","Seeds white color
has high oil content
High altitute plant","Old Data"
"3564","3564","t/p/t/28","passport","2","1","Mustard","Brassicaceae","Brassica","campestris","spp","Tori","Kalo Tori","Seed","Oil","Nil","Nil","Oil extracton
Less oil content
early maturing
Seeds small and round in shape
Black color seeds","Old Data"
"3565","3565","t/p/t/29","passport","2","1","Maize","Poaceae","Zea","mays","spp","makai","Sheto makai","Seed","Cereal","nil","Nil","Kernel white grains
sweet taste
early maturity
best for corn flake
High yielding
Tall plant height
b","Old Data"
"3566","3566","t/p/t/30","passport","2","1","Maize","Poaceae","Zea","mays","spp","Makai","Pailo makai","Seed","Cereal","Nil","Nil","Yellow kernels
early maturity
Kharang production high
tall plant heihgt
Good yield","Old Data"
"3567","3567","t/p/t/31","passport","3","1","Maize","Poaceae","Zea","mays","spp","Makai","Rato Makai","Seed","Cereal","Nil","Nil","Red kernels grains
Long cob
hihg yielding
Kharang production","Old Data"
"3568","3568","t/p/t/32","passport","0","1","Soya bean","Fabaceae","Glycine","max","spp","Badmas","pailo Badmas","Seed","Oil","Nil","Nil","Yellow type color seeds
High yielding
fermentation","Old Data"
"3569","3569","t/p/t/33","passport","2","1","Soya bean","Fabaceae","Glycine","max","spp","Badmas","Kalo Badmas","Seed","Oil","Nil","Nil","brown color seeds
Good for making fermentated cheese
Hihg yielding","Old Data"
"3570","3570","t/p/p/34","passport","3","1","Paddy","Poaceae","Oryza","sativa","spp","Dhan","attay dhan","Seed","Cereal","Nil","Nil","white and slender grains
easy threshing
good milling recovery
good taste
Bold grains
 tolerant to dr","Old Data"
"3571","3571","t/p/p/35","passport","2","1","Finger Millet","Poaceae","Eleusine","coracana","spp","Kodo","Darmay Kodo","Seed","Cereal","Nil","Nil","Big head/panicle
high yielding
easy threshing
More straw
yellow seeds color","Old Data"
"3572","3572","t/p/p/36","passport","3","1","Bean","Fabaceae","Phaseolus","vulgaris","spp","Bori","Dulal Bori","Seed","Legumes","Nil","Nil","Seeds brown color
Hihg yielding
Good for dal
Climber type","Old Data"
"3573","3573","t/p/p/37","passport","3","1","Bean","Fabaceae","Phaseolus","vulgaris","spp","Bori","gew bori","Seed","Legumes","Nil","Nil","Striped seeds 
stringless
Good taste
High market value
best for making dal","Old Data"
"3574","3574","t/p/p/38","passport","3","1","Bean","Fabaceae","Phaseolus","vulgaris","spp","Bori","Podrey Bori","Seed","Legumes","Nil","Nil","Spotted seeds
big seeds
Red color type
Good for making dal
Good taste
climber","Old Data"
"3575","3575","t/p/p/39","passport","2","1","Vigna","Fabaceae","Vigna","spp","spp","dal","Kalo dal","Seed","Legumes","Nil","Nil","Good tatse
High market value
best for dal
Black grains","Old Data"
"3576","3576","t/p/p/40","passport","0","1","Chilli","Solanaceae","Capsicum","annuum","spp","Khorsaney","Khorsaney","Seed","Vegetable","Nil","Nil","Very hot spicy
Small and round shape
 hihg market value
best for making pickling","Old Data"
"3577","3577","t/p/p/41","passport","0","1","Mustard green","Brassicaceae","Brassica","juncea","spp","sag","rai sag","Seed","Oil","Nil","Nil","leaves are big
dark green leaves","Old Data"
"3578","3578","t/p/p/42","passport","0","1","Pumpkin","Cucurbitaceae","Cucurbita","pepo","spp","Fharshey","Pangri Fharshi","Seed","Vegetable","nil","Nil","Climber
Not good taste
seeds white color
green/ash color","Old Data"
"3579","3579","t/p/p/43","passport","0","1","Pumpkin","Cucurbitaceae","Cucurbita","pepo","spp","Farshey","Madam farshey","Seed","Vegetable","nil","Nil","good taste
Climbertype
yellow fleshy
good market value","Old Data"
"3580","3580","t/p/p/44","passport","0","1","Pumpkin","Cucurbitaceae","Cucurbita","pepo","spp","farshey","Haray farshey","Seed","Vegetable","nil","Nil","Seeds color yellowish type","Old Data"
"3581","3581","t/p/p/45","passport","2","1","Maize","Poaceae","Zea","mays","spp","Makai","Teksumpa","Seed","Cereal","Nil","Nil","Yellow kernels grains
Grains small in size
early maturity
Small cobs
Short plant height
Good for pop","Old Data"
"3582","3582","t/p/p/46","passport","0","1","Radish","Brassicaceae","Raphanus","sativus","ssp","Mula","rato Mula","Seed","Vegetable","Nil","Nil","Red clor
big size
Red color seeds
Good taste","Old Data"
"3583","3583","t/p/p/47","passport","3","1","Paddy","Poaceae","Oryza","sativa","spp","Dhan","Chotay Dhan","Seed","Cereal","Nil","Nil","Good taste
Scented rice
Small and Bold grains
Resistant to lodge
High milling recovery
Less husk
Goo","Old Data"
"3584","3584","t/p/p/48","passport","3","1","Paddy","Poaceae","Oryza","sativa","spp","Dhan","Attay Dhan","Seed","Cereal","Nil","Nil","Bold grains
Slender and white grians
Easy threshing
High yield
High straw production","Old Data"
"3585","3585","t/p/p/49","passport","2","1","Maize","Poaceae","Zea","mays","spp","Makai","pailo makai","Seed","Cereal","nil","Nil","Kernels yellow
Early maturity
Hihg kharang production
Hihg yielding
Big grains
Tengma purpose","Old Data"
"3586","3586","t/p/p/50","passport","2","1","Maize","Poaceae","Zea","mays","spp","Makai","Sheto Makai","Seed","Cereal","Nil","Nil","White grians
Sweet taste
early maturity
Best Kharang
High yielding","Old Data"
"3587","3587","t/p/p/51","passport","0","1","Bean","Fabaceae","Phaseolus","vulgaris","spp","Bori","Gew Bori","Seed","Legumes","Nil","Nil","Spotted pods redish
Stripped seeds
Good taste
High market value","Old Data"
"3588","3588","t/p/p/52","passport","0","1","Bean","Fabaceae","Phaseolus","vulgaris","spp","Bori","Boshi Bori","Seed","Legumes","Nil","Nil","Clkimber type
Brown seeds
Good for dal","Old Data"
"3589","3589","t/p/p/53","passport","0","1","Pea","Fabaceae","Pisum","sativum","spp","Matar","matar","Seed","Legumes","Nil","Nil","Good taste
Dark green pod
High market value
Climber type","Old Data"
"3590","3590","t/p/p/54","passport","0","1","Gram","Fabaceae","Vigna","spp","spp","dal","Kalo dal","Seed",,"Nil","Nil","Small and black color grains
Good for dal
HIgh market price
Good taste","Old Data"
"3591","3591","t/p/p/55","passport","0","1","Chilli","Solanaceae","Capsicum","annuum","spp","Dolay","Dolay Khorsani","Seed","Vegetable","Nil","Nil","High market value
Hot pungent
Round shape fruit
Hottest chilli","Old Data"
"3592","3592","t/p/p/56","passport","0","1","Mustard green","Brassicaceae","Brassica","juncea","spp","Sag","Rai Sag","Seed","Oil","Nil","Nil","Green leaves
Big size leaves
Small seeds","Old Data"
"3593","3593","t/p/p/57","passport","0","1","Mustard green","Brassicaceae","Brassica","juncea","spp","Sag","Sheto Sag","Seed","Oil","Nil","Nil","Sedds bigger than rai sag
leaves whitish type","Old Data"
"3594","3594","t/p/p/58","passport","0","1","Perilla","Lamiaceae","Perilla","frutescens","spp","Silam","Silam","Seed","Oil","Nil","Nil","Seeds are whiteish
High oil content
High altitute plant
resistant to pest and diseases","Old Data"
"3595","3595","t/p/p/59","passport","0","1","Tomato","Solanaceae","Solanum","lycopersicum","spp","Tomato","Masino","Seed","Vegetable","Nil","Nil","Small fruits cherry type
Sour taste
Climber
Heavy fruiting","Old Data"
"3596","3596","t/p/p/60","passport","0","1","Cucumber","Cucurbitaceae","Cucumis","sativus","spp","Kangkra","Purig Kangkra","Seed","Vegetable","Nil","Nil","Green type
Long and Big size
Climber type","Old Data"
"3597","3597","t/p/p/61","passport","2","1","Bean","Fabaceae","Phaseolus","vulgaris","spp","Bori","kanchi Bori","Seed","Legumes","Nil","Nil","Pure white seeds
Small seeds
Dal
Climber type","Old Data"
"3598","3598","t/p/p/62","passport","2","1","Mustard","Brassicaceae","Sinapis","alba","spp","Tori","Sorshung Tori","Seed","Oil","Nil","Nl","Yellow color seeds
More oil content
Good market value
Resistant to pest
Pods are big in size
High yi","Old Data"
"3599","3599","t/p/t/63","passport","3","1","Paddy","Poaceae","Oryza","sativa","spp","Bara","Kambara","Seed","Cereal","Nil","Nil","Irrigation not rewuired
CUltivated in dryland
Hihg yielding
High straw production","Old Data"
"3600","3600","t/p/t/64","passport","2","1","Foxtail Millet","Poaceae","Setaria","italica","spp","ran","ran","Seed","Cereal","Nil","Nil","White grains
Dropping head/panicle
Difficultu in threshing
Good for making beverage
good starw for c","Old Data"
"3601","3601","t/p/t/65","passport","2","1","Chenopodium","Chenopodiaceae","Chenopodium","spp","spp","Muth","Muth","Seed","Cereal","NIl","Nil","Small seeds/
Good for beverage
Leaves usesd for vegetables
medicinal value","Old Data"
"3602","3602","t/p/p/67","passport","0","1","Gram","Fabaceae","VIgna","spp","spp","Masham","Pailo Masham","Seed",,"NIl","Nil","Yellowish grains
big size
good for dal resistant to pests","Old Data"
"3603","3603","t/p/p/68","passport","2","1","Vigna","Fabaceae","Vigna","spp","spp","Masham","Rato masham","Seed","Legumes","Nil","Nil","Redish color
Big size seed
Good for dal
Good market value","Old Data"
"3604","3604","t/k/m/01","passport","3","1","Paddy","Poaceae","Oryza","sativa","spp","Dhan","Sukeme","Seed","Cereal","Nil","Nil","Bold grains
Suitable for higher altitude
Early maturity","Old Data"
"3605","3605","t/k/m/02","passport","2","1","Maize","Poaceae","Zea","mays","spp","Makai","Sheto makai","Seed","Cereal","Nil","Nil","White kernel
Early maturity
Small grain","Old Data"
"3606","3606","t/k/m/03","passport","3","1","Maize","Poaceae","Zea","mays","spp","Makai","Kalo makai","Seed","Cereal","Nil","Nil","Early maturity
Good taste","Old Data"
"3607","3607","t/k/m/04","passport","2","1","Bitter Buckwheat","Polygonaceae","Fagopyrum","tartaricum","spp","faphar","Titay Phapar","Seed","Cereal","Nil","Nil","High yielding
Easy to thresh
Good for health","Old Data"
"3608","3608","t/k/m/05","passport","0","1","Sweet Buckwheat","Polygonaceae","Fagopyrum","esculentum","spp","MIthey Faphar","Mithey Faphar","Seed","Cereal","Nil","Nil","Red stem
Purple flower
High yielding","Old Data"
"3609","3609","t/k/m/06","passport","0","1","Gram","Fabaceae","Vigna","spp","spp","Dal","Kalo Dal","Seed",,"Nil","Nil","Good taste
High markey value","Old Data"
"3610","3610","t/k/m/07","passport","0","1","Bean","Fabaceae","Phaseolus","vulgaris","spp","Bori","Gew Bori","Seed","Legumes","NIl","Nil","Spoted seed
hihg market value
Stringless","Old Data"
"3611","3611","t/k/m/08","passport","0","1","Bean","Fabaceae","Phaseolus","vulgaris","spp","Bori","Dulal Bori","Seed","Legumes","Nil","Nil","Seed brown color
Climber
Use for dal","Old Data"
"3612","3612","t/k/m/09","passport","3","1","Bean","Fabaceae","Phaseolus","vulgaris","spp","Bori","Pailo Bori","Seed","Legumes","NIl","NIl","Yellow color seed
Mostly used as dal","Old Data"
"3613","3613","t/k/m/10","passport","0","1","Bean","Fabaceae","Phaseolus","vulgaris","spp","Bori","Daganey Bori","Seed","Legumes","Nil","Nil","Climber
mostly usesd as dal
High markey value","Old Data"
"3614","3614","t/k/m/11","passport","0","1","Pea","Fabaceae","Pisum","sativum","spp","MOtor","otor","Seed","Legumes","Nil","Nil","White color seed
usesd as vegetables
Good market value","Old Data"
"3615","3615","t/k/m/12","passport","2","1","Mustard","Brassicaceae","Brassica","campestris","spp","Tori","Tori","Seed","Oil","Nil","Nil","Black color seed
Less ol content","Old Data"
"3616","3616","t/k/m/13","passport","0","1","Mustard green","Brassicaceae","Brassica","juncea","spp","Sah","rai Sag","Seed","Oil","Nil","Nil","More fleshy
Better taste","Old Data"
"3617","3617","t/k/m/14","passport","2","1","NIger","Asteraceae","Guizotia","abysinica","spp","Philingay","Nil","Seed","Oil","Nil","Nil","Black color seed","Old Data"
"3618","3618","t/k/m/15","passport","0","1","Gram","Fabaceae","Vigna","spp","spp","Mosham","Yellow masham","Seed",,"Nil","Nil","Yellow color seed
Mostly used as dal
High market value","Old Data"
"3619","3619","t/k/m/16","passport","0","1","Tomato","Solanaceae","Solanum","lycopersicum","spp","Tomato","Nil","Seed","Vegetable","Nil","Nil","More fleshy than red
Good taste
good market value","Old Data"
"3620","3620","t/k/m/17","passport","0","1","Bean","Fabaceae","Phaseolus","vulgaris","spp","Bori","Duday Bori","Seed","Legumes","NIl","Nil","Used as dal
Good market value","Old Data"
"3621","3621","t/k/m/18","passport","0","1","Bean","Fabaceae","Phaseolus","vulgaris","spp","Bori","Kalo Bori","Seed","Legumes","Nil","Nil","Black color seed
Used as dal","Old Data"
"3622","3622","t/k/m/19","passport","0","1","Coriander","Apiaceae","Coriandrum","sativum","spp","Dhaniaya","NIl","Seed","Vegetable","Nil","Nil","Good spices
Good market value","Old Data"
"3623","3623","t/k/m/20","passport","2","1","Chilli","Solanaceae","Capsicum","annuum","spp","Khorsani","Lamchey Khorsan","Seed","Vegetable","Nil","NIl","Big and long pod
less hot
High market value","Old Data"
"3624","3624","t/k/m/21","passport","2","1","Finger Millet","Poaceae","Eleusine","coracana","spp","Kodo","nangray Kodo","Seed","Cereal","Nil","Nil","Open type
drak brown seed
early maturity","Old Data"
"3625","3625","t/k/m/22","passport","2","1","Finger Millet","Poaceae","Eleusine","coracana","spp","Kodo","Murkey Kodo","Seed","Cereal","Nil","Nil","Good yield
Small black seed
Compact head","Old Data"
"3626","3626","t/k/m/23","passport","0","1","Soya bean","Fabaceae","Glycine","max","spp","Badmas","Kalo Badmas","Seed","Oil","Nil","Nil","Blackish color seed
Small size seed","Old Data"
"3627","3627","t/k/m/24","passport","0","1","Soya bean","Fabaceae","Glycine","max","spp","Badmas","Pailo Badmas","Seed","Oil","Nil","Nil","Hihg market value
Medium size seed","Old Data"
"3628","3628","t/k/m/25","passport","0","1","Gram","Fabaceae","VIgna","spp","spp","banmara","Nil","Seed",,"Nil","Nil","Mostly used as dal
High market value","Old Data"
"3629","3629","t/k/m/26","passport","0","1","Gram","Fabaceae","Vigna","spp","spp","Banmara","Banmara","Seed",,"Nil","Nil","Seed ash type
Good for dal purpose
Good market value","Old Data"
"3630","3630","t/k/m/29","passport","0","1","Chilli","Solanaceae","Capsicum","annuum","spp","Khorsane","Dolay Khorsane","Seed","Vegetable","Nil","Nil","Round shape fruit
Hot
Good market value","Old Data"
"3631","3631","t/k/m/30","passport","0","1","Pumpkin","Cucurbitaceae","Cucurbita","pepo","spp","Farshey","Madashey farshe","Seed","Vegetable","Nil","Nil","Good taste","Old Data"
"3632","3632","t/k/m/31","passport","2","1","Maize","Poaceae","Zea","mays","spp","Makai","Pailo Makai","Seed","Cereal","Nil","Nil","Similar to yangtsepa variety
Hight shorter than yangtsepa","Old Data"
"3633","3633","t/k/m/32","passport","0","1","Gram","Fabaceae","Vigna","spp","spp","dal","Kalo dal","Seed",,"Nil","Nil","Red color seed
good market value
Usesd as dal","Old Data"
"3634","3634","t/k/m/33","passport","0","1","Bean","Fabaceae","Phaseolus","vulgaris","spp","Bori","Kalo Chepti","Seed","Legumes","Nil","Nil","Black seed
Seed cover edible
Good market value","Old Data"
"3635","3635","t/k/n/34","passport","3","1","Paddy","Poaceae","Oryza","sativa","spp","Dhan","Attey Dhan","Seed","Cereal","Nil","Nil","Grain size bigger than chotey
Hard to thresh","Old Data"
"3636","3636","rdc/w10","passport","2","1","Maize","Poaceae","Zea","mays","spp","Asjom","Yangtsepa Ashom","Seed","Cereal","Nil","Nil","Improved seeds","Old Data"
"3637","3637","rdc/w11","passport","0","1","Maize","Poaceae","Zea","mays","spp","Ashom","Chaskharpa Asho","Seed","Cereal","Nil","Nil","yield potential 1.2-1.6tons/acre","Old Data"
"3638","3638","rdc/w2","passport","3","1","Paddy","Poaceae","Oryza","sativa","spp","Ray","Khangma ray kaa","Seed","Cereal","NIl","Nil","yield potential 1.9-2.5tons /acre","Old Data"
"3639","3639","rdc/w6","passport","3","1","Paddy","Poaceae","Oryza","sativa","spp","Bara","Khamtey","Seed","Cereal","Nil","Nil","yield potential 1.2-1.tons/acre","Old Data"
"3640","3640","rdc/w8","passport","0","1","Paddy","Poaceae","Oryza","sativa","spp","Bara","dakpa bara","Seed","Cereal","NIl","Nil","yield potential 1.0.- 1.2tons/acre","Old Data"
"3641","3641","rdc/w1","passport","3","1","Paddy","Poaceae","Oryza","sativa","spp","Bara","Khangma Ray Maa","Seed","Cereal","Nil","Nil","yield potential 1.7- 2.4tons/acre","Old Data"
"3642","3642","rdc/w5","passport","3","1","Paddy","Poaceae","Oryza","sativa","spp","Bara","Tsirang Zam","Seed","Cereal","Nil","Nil","yield potential 1.4-1.8tons /acre","Old Data"
"3643","3643","rdc/w4","passport","3","1","Paddy","Poaceae","Oryza","sativa","spp","Bara","Zangthi2","Seed","Cereal","Nil","Nil","Yield potential 1.2-1.9tons/acre","Old Data"
"3644","3644","rdc/w3","passport","3","1","Paddy","Poaceae","Oryza","sativa","spp","Bara","WEngkhar Ray ka","Seed","Cereal","Nil","Nil","1.6-1.9tons/acre","Old Data"
"3645","3645","rdc/w13","passport","0","1","Maize","Poaceae","Zea","mays","spp","Ashom","Khangma ashom","Seed","Cereal","NIl","Nil","1.7-1.9tons/acre","Old Data"
"3646","3646","rdc/w7","passport","3","1","Paddy","Poaceae","Oryza","sativa","spp","Bara","Asu bara","Seed","Cereal","NIl","Nil","1.2-1.4tons/acre","Old Data"
"3647","3647","rdc/w9","passport","2","1","Maize","Poaceae","Zea","mays","spp","ashom","Arun 4","Seed","Cereal","NIl","NIl","1.0-1.3tons/acre yield","Old Data"
"3648","3648","rdc/w12","passport","0","1","Maize","Poaceae","Zea","mays","spp","Ashom","Shafangma ashom","Seed","Cereal","Nil","Nil","1.7-1.9tons/acre yield potential","Old Data"
"3649","3649","t/k/m/35","passport","3","1","Paddy","Poaceae","Oryza","sativa","spp","Dhan","Chotey kalo","Seed","Cereal","Nil","Nil","Grain size smaller than attey
Black color husk
More aromatic than attey","Old Data"
"3650","3650","t/k/n/36","passport","3","1","Paddy","Poaceae","Oryza","sativa","spp","Dhan","Chotey sheto","Seed","Cereal","Nil","Nil","Small grain size
Good aromatic
less straw","Old Data"
"3651","3651","t/k/n/37","passport","0","1","Bitter Buckwheat","Polygonaceae","Fagopyrum","tartaricum","spp","Faphar","Titay faphar","Seed","Cereal","Nil","Nil","HIgh yielding
Easy to thresh
Good for health","Old Data"
"3652","3652","t/k/n/38","passport","0","1","Black gram","Fabaceae","Vigna","mungo","spp","Dal","Kalo dal","Seed",,"Nil","Nil","Black color seed
High market value
Used as dal","Old Data"
"3653","3653","t/k/n/39","passport","0","1","Bean","Fabaceae","Phaseolus","vulgaris","spp","Bori","gew Bori","Seed","Legumes","Nil","Nil","Spoted seed
Hihg market value
Used as dal","Old Data"
