"cult_id","seed_id","cult_practice","nursery_time","plant_season","harvest_season","crop_system","s_status"
"2987","2987","rainfed","18-04-14","03-01-14","08-01-14","Monoculture","Landrace"
"2988","2988","rainfed","18-04-14","04-01-14","09-01-14","Monoculture","Landrace"
"2989","2989","Rainfed","18-04-14","06-01-14","18-04-14","11","Landrace"
"2990","2990","rainfed","18-04-14","04-01-14","07-01-14","Monoculture","Landrace"
"2991","2991","rainfed","18-04-14","01-09-14","01-02-15","monoculture","Landrace"
"2992","2992","Rainfed","21-04-14","03-01-14","06-01-14","Monoculture","Landrace"
"2993","2993","Rainfed","21-04-14","05-01-14","08-01-14","Monoculture","Landrace"
"2994","2994","Irrigated","21-04-14","03-01-14","21-04-14","Monoculture","Landrace"
"2995","2995","rainfed","21-04-14","06-01-14","11-01-14","Monoculture","Landrace"
"2996","2996","Rainfed","21-04-14","01-06-14","01-11-14","monoculture","Landrace"
"2997","2997","rainfed","21-04-14","07-01-14","02-01-15","Nil","Landrace"
"2998","2998","rainfed","21-04-14","09-01-14","21-01-12","Monoculture","Landrace"
"2999","2999","irrigated","04-01-14","06-01-14","11-01-14","Monoculture","Landrace"
"3000","3000","rainfed","21-04-14","05-01-14","10-01-14","Monoculture","Landrace"
"3001","3001","Rainfed","21-04-14","08-01-14","12-01-14","Monoculture","Landrace"
"3002","3002","rainfed","21-04-14","01-03-14","21-06-14","monoculture","Landrace"
"3003","3003","Rainfed","22-04-14","08-01-14","12-01-14","Monoculture","Landrace"
"3004","3004","rainfed","22-04-14","01-01-14","05-01-14","Monoculture","Landrace"
"3005","3005","Rainfed","22-04-14","05-01-14","08-01-14","Monoculture","Landrace"
"3006","3006","rainfed","22-04-14","08-01-14","10-01-14","Monoculture","Landrace"
"3007","3007","Rainfed","22-04-14","01-08-14","01-10-14","Monoculture","Landrace"
"3008","3008","Rainfed","22-04-14","08-01-14","10-01-14","Rotation","Landrace"
"3009","3009","Rainfed","22-04-14","01-08-14","01-10-14","Monoculture","Landrace"
"3010","3010","rainfed","22-04-14","03-01-14","06-01-14","Mixed cropping","Landrace"
"3011","3011","rainfed","22-04-14","03-01-14","06-01-14","Monoculture","Landrace"
"3012","3012","rainfed","22-04-14","03-01-14","07-01-14","Monoculture","Landrace"
"3013","3013","rainfed","22-04-14","01-08-14","01-11-14","Monoculture","Landrace"
"3014","3014","Rainfed","22-04-14","01-03-14","01-07-14","Monoculture","Landrace"
"3015","3015","rainfed","22-04-14","03-01-14","07-01-14","Monoculture","Landrace"
"3016","3016","Rainfed","22-04-14","08-01-14","12-01-14","monoculture","Landrace"
"3017","3017","rainfed","22-04-14","08-01-14","12-01-14","Monoculture","Landrace"
"3018","3018","rainfed","22-04-14","10-01-14","02-01-14","Monoculture","Landrace"
"3019","3019","Rainfed","22-04-14","09-01-14","02-01-14","Monoculture","Landrace"
"3020","3020","Rainfed","22-04-14","08-01-14","12-01-14","Monoculture","Landrace"
"3021","3021","Nil","22-04-14","22-04-14","22-04-14","Nil","Landrace"
"3022","3022","Rainfed","22-04-14","04-01-14","06-01-14","Monoculture","Landrace"
"3023","3023","Rainfed","22-04-14","09-01-14","12-01-14","monoculture","Landrace"
"3024","3024","Rainfed","25-04-14","05-01-14","11-01-14","Monoculture","Landrace"
"3025","3025","Rainfed","25-04-14","03-01-14","07-01-14","monoculture","Landrace"
"3026","3026","rainfed","25-04-14","04-01-14","09-01-14","Monoculture","Landrace"
"3027","3027","rainfed","25-04-14","05-01-14","10-01-14","monoculture","Landrace"
"3028","3028","Rainfed","25-04-14","01-04-14","01-08-14","Monoculture","Landrace"
"3029","3029","rainfed","25-04-14","07-01-14","11-01-14","monoculture","Landrace"
"3030","3030","rainfed","25-04-14","06-01-14","12-01-14","Monoculture","Landrace"
"3031","3031","Rainfed","04-01-14","05-01-14","11-01-14","Monoculture","Landrace"
"3032","3032","rainfed","25-04-14","04-01-14","11-01-14","Monoculture","Landrace"
"3033","3033","Rainfed","25-04-14","09-01-14","04-01-14","monoculture","Landrace"
"3034","3034","rainfed","25-04-14","03-01-14","08-01-14","Monoculture","Landrace"
"3035","3035","Rainfed","25-04-14","05-01-14","09-01-14","Monoculture","Landrace"
"3036","3036","Rainfed","25-04-14","04-01-14","10-01-14","Monoculture","Landrace"
"3037","3037","Rainfed","25-04-14","08-01-14","12-01-01","Monoculture","Landrace"
"3038","3038","Rainfed","25-04-14","08-01-14","12-01-14","Monoculture","Landrace"
"3039","3039","Rainfed","25-04-14","05-01-14","09-01-14","Monoculture","Landrace"
"3040","3040","Rainfed","25-04-14","06-01-14","12-01-14","monoculture","Landrace"
"3041","3041","Rainfed","25-04-14","06-01-14","12-01-14","monoculture","Landrace"
"3042","3042","Rainfed","25-04-14","06-01-14","12-01-14","monoculture","Landrace"
"3043","3043","Rainfed","05-01-14","05-01-14","12-01-14","Monoculture","Landrace"
"3044","3044","Rainfed","01-01-14","03-01-14","08-01-14","Monoculture","Landrace"
"3045","3045","Rainfed","01-01-14","01-05-14","01-12-14","Monoculture","Landrace"
"3046","3046","Rainfed","05-01-14","05-01-14","12-01-14","Monoculture","Landrace"
"3047","3047","Rainfed","05-01-14","04-01-14","08-01-14","Monoculture","Landrace"
"3048","3048","Rainfed","05-01-14","04-01-14","08-01-14","Monoculture","Landrace"
"3049","3049","Rainfed","05-01-14","08-01-14","12-01-14","Intercropping","Landrace"
"3050","3050","Rainfed","05-01-14","04-01-14","08-01-14","Monoculture","Landrace"
"3051","3051","Rainfed","05-01-14","05-01-14","11-01-14","Monoculture","Landrace"
"3052","3052","Rainfed","05-01-14","05-01-14","11-01-14","Monoculture","Landrace"
"3053","3053","Rainfed","05-01-14","04-01-14","11-01-14","Monoculture","Landrace"
"3054","3054","Rainfed","05-01-14","05-01-14","12-01-14","Monoculture","Landrace"
"3055","3055","Rainfed","05-01-14","04-01-14","11-01-14","Monoculture","Landrace"
"3056","3056","Rainfed","05-01-14","02-01-14","09-01-14","Monoculture","Landrace"
"3057","3057","Rainfed","05-01-14","05-01-14","12-01-14","Monoculture","Landrace"
"3058","3058","Rainfed","05-01-14","04-01-14","08-01-14","Monoculture","Landrace"
"3059","3059","Rainfed","05-01-14","08-01-14","11-01-14","Monoculture","Landrace"
"3060","3060","Rainfed","05-01-14","05-01-14","10-01-14","Monoculture","Landrace"
"3061","3061","Rainfed","05-01-14","05-01-14","11-01-14","Monoculture","Landrace"
"3062","3062","Rainfed","05-01-14","05-01-14","11-01-14","Monoculture","Landrace"
"3063","3063","Rainfed","05-01-14","06-01-14","12-01-14","Monoculture","Landrace"
"3064","3064","Rainfed","05-01-14","04-01-14","08-01-14","Monoculture","Landrace"
"3065","3065","Rainfed","05-01-14","06-01-14","12-01-14","Monoculture","Landrace"
"3066","3066","Rainfed","05-01-14","05-01-14","12-01-14","Monoculture","Landrace"
"3067","3067","Rainfed","05-01-14","05-01-14","12-01-14","Monoculture","Landrace"
"3068","3068","Rainfed","05-01-14","06-01-14","09-01-14","Monoculture","Landrace"
"3069","3069","Rainfed","05-01-14","06-01-14","10-01-14","Monoculture","Landrace"
"3070","3070","Rainfed","05-01-14","05-01-14","12-01-14","Monoculture","Landrace"
"3071","3071","Rainfed","05-01-14","05-01-14","12-01-14","Monoculture","Landrace"
"3072","3072","Rainfed","05-01-14","06-01-14","12-01-14","Monoculture","Landrace"
"3073","3073","Rainfed","14-05-14","03-01-14","08-01-14","Monoculture","Landrace"
"3074","3074","Rainfed","01-01-14","05-06-14","10-01-14","Monoculture","Landrace"
"3075","3075","Rainfed","05-01-14","05-01-14","10-01-14","Monoculture","Landrace"
"3076","3076","Rainfed","05-01-14","10-01-14","05-01-14","Monoculture","Landrace"
"3077","3077","Rainfed","05-01-14","06-01-14","11-01-14","Monoculture","Landrace"
"3078","3078","Rainfed","05-01-14","04-01-14","11-01-14","Monoculture","Landrace"
"3079","3079","Rainfed","05-01-14","09-01-14","12-01-14","Monoculture","Landrace"
"3080","3080","Rainfed","05-01-14","03-01-14","09-01-14","Monoculture","Landrace"
"3081","3081","Rainfed","05-01-14","04-01-14","08-01-14","Monoculture","Landrace"
"3082","3082","Rainfed","01-04-13","01-03-13","01-09-13","Monoculture","Landrace"
"3083","3083","Rainfed","01-04-13","01-04-13","01-09-13","Monoculture","Landrace"
"3084","3084","Rainfed","01-04-13","01-03-13","01-09-13","Monoculture","Landrace"
"3085","3085","Rainfed","02-05-13","01-10-13","01-06-13","Monoculture","Landrace"
"3086","3086","Rainfed","05-01-13","10-01-13","06-01-13","Monoculture","Landrace"
"3087","3087","Rainfed","05-01-13","01-01-13","06-01-13","Monoculture","Landrace"
"3088","3088","Rainfed","05-01-13","19-02-13","10-01-13","Monoculture","Landrace"
"3089","3089","Rainfed","01-08-13","01-02-13","01-10-13","Monoculture","Landrace"
"3090","3090","Rainfed","09-01-13","10-01-13","06-01-13","Monoculture","Landrace"
"3091","3091","Rainfed","20-05-14","04-01-14","11-01-14","Monoculture","Landrace"
"3092","3092","Rainfed","20-05-13","06-01-12","12-01-13","Monoculture","Landrace"
"3093","3093","Rainfed","05-01-13","05-01-13","09-01-13","Monoculture","Landrace"
"3094","3094","Rainfed","05-01-13","06-01-13","12-01-13","Monoculture","Landrace"
"3095","3095","Rainfed","04-01-13","04-01-13","08-01-13","Monoculture","Landrace"
"3096","3096","Rainfed","04-01-13","04-01-13","08-01-13","Monoculture","Landrace"
"3097","3097","Rainfed","20-05-14","02-01-13","08-01-13","Monoculture","Landrace"
"3098","3098","Rainfed","20-05-14","04-01-13","11-01-13","Monoculture","Landrace"
"3099","3099","Rainfed","20-05-14","03-01-13","08-01-13","Monoculture","Landrace"
"3100","3100","Rainfed","20-05-14","03-01-13","08-01-13","Monoculture","Landrace"
"3101","3101","Rainfed","20-05-14","07-01-13","12-01-13","Monoculture","Landrace"
"3102","3102","Rainfed","20-05-14","07-01-13","12-01-13","Monoculture","Landrace"
"3103","3103","Rainfed","20-05-14","05-01-13","12-01-13","Monoculture","Landrace"
"3104","3104","Rainfed","20-05-14","05-01-13","12-01-13","Monoculture","Landrace"
"3105","3105","Rainfed","20-05-14","05-01-14","10-01-13","Monoculture","Landrace"
"3106","3106","Rainfed","20-05-14","04-01-13","08-01-13","Monoculture","Landrace"
"3107","3107","Rainfed","20-05-14","05-01-13","11-01-13","Monoculture","Landrace"
"3108","3108","Rainfed","20-05-14","06-01-13","12-01-13","Monoculture","Landrace"
"3109","3109","Rainfed","20-05-14","06-01-13","12-01-13","Monoculture","Landrace"
"3110","3110","Rainfed","20-05-14","05-01-13","12-01-13","Monoculture","Landrace"
"3111","3111","Rainfed","20-05-14","04-01-13","09-01-13","Monoculture","Landrace"
"3112","3112","Rainfed","20-05-14","09-01-12","03-01-14","Monoculture","Landrace"
"3113","3113","Rainfed","20-05-14","04-01-13","10-01-13","Monoculture","Landrace"
"3114","3114","Rainfed","20-05-14","07-01-13","12-01-13","Monoculture","Landrace"
"3115","3115","Rainfed","20-05-14","05-01-13","11-01-13","Monoculture","Landrace"
"3116","3116","Rainfed","20-05-14","04-01-12","09-01-13","Monoculture","Landrace"
"3117","3117","Rainfed","04-01-14","07-01-14","11-01-14","Monoculture","Landrace"
"3118","3118","Rainfed","26-05-14","04-01-14","07-01-14","Monoculture","Landrace"
"3119","3119","Rainfed","04-01-14","07-01-14","11-01-14","Monoculture","Landrace"
"3120","3120","Rainfed","26-05-14","03-01-14","08-01-14","Monoculture","Landrace"
"3121","3121","Rainfed","26-05-14","03-01-14","08-01-14","Monoculture","Landrace"
"3122","3122","Rainfed","26-05-14","01-03-14","01-06-14","Monoculture","Landrace"
"3123","3123","Rainfed","26-05-14","11-01-14","03-01-15","Monoculture","Landrace"
"3124","3124","Rainfed","25-05-14","11-01-14","04-01-15","Monoculture","Landrace"
"3125","3125","Rainfed","26-05-14","11-01-14","04-01-15","Monoculture","Landrace"
"3126","3126","Rainfed","03-01-14","06-01-14","08-01-14","Monoculture","Landrace"
"3127","3127","Rainfed","26-05-14","04-01-14","08-01-14","Monoculture","Landrace"
"3128","3128","Rainfed","26-05-14","05-01-14","26-05-14","Monoculture","Landrace"
"3129","3129","Rainfed","26-05-14","26-05-14","26-05-14","Monoculture","Landrace"
"3130","3130","Rainfed","26-05-14","26-05-14","26-05-14","Monoculture","Landrace"
"3131","3131","Rainfed","26-05-14","26-05-14","26-05-14","Monoculture","Landrace"
"3132","3132","Rainfed","26-05-14","26-05-14","26-05-14","Monoculture","Landrace"
"3133","3133","Rainfed","26-05-14","26-05-14","26-05-14","Monoculture","Landrace"
"3134","3134","Rainfed","26-05-14","26-05-14","26-05-14","Monoculture","Landrace"
"3135","3135","Irrigated","05-01-14","06-01-14","11-01-14","Monoculture","Landrace"
"3136","3136","Irrigated","04-01-14","06-01-14","11-01-14","Monoculture","Landrace"
"3137","3137","Irrigated","06-01-14","07-01-14","11-01-14","Monoculture","Landrace"
"3138","3138","Rainfed","28-05-14","10-01-14","01-01-15","Monoculture","Landrace"
"3139","3139","Rainfed","05-01-14","05-01-14","07-01-14","Monoculture","Landrace"
"3140","3140","Rainfed","08-01-14","05-01-14","12-01-14","Monoculture","Landrace"
"3141","3141","Irrigated","05-01-14","06-01-14","11-01-14","Monoculture","Landrace"
"3142","3142","Irrigated","05-01-14","06-01-14","11-01-14","Monoculture","Landrace"
"3143","3143","Irrigated","05-01-14","06-01-14","11-01-14","Monoculture","Landrace"
"3144","3144","Irrigated","05-01-14","06-01-14","11-01-14","Monoculture","Landrace"
"3145","3145","Irrigated","05-01-14","06-01-14","11-01-14","Monoculture","Landrace"
"3146","3146","Irrigated","05-01-14","06-01-14","10-01-14","Monoculture","Landrace"
"3147","3147","Irrigated","05-01-14","06-01-14","11-01-14","Monoculture","Landrace"
"3148","3148","Irrigated","05-01-14","06-01-14","11-01-14","Monoculture","Landrace"
"3149","3149","Rainfed","03-01-14","06-01-14","09-01-14","Monoculture","Landrace"
"3150","3150","Rainfed","03-01-14","03-01-14","09-01-14","Monoculture","Landrace"
"3151","3151","Rainfed","07-01-14","07-01-14","01-01-14","Mixed cropping","Landrace"
"3152","3152","Rainfed","03-01-14","03-01-14","09-01-14","Mixed cropping","Landrace"
"3153","3153","Irrigated","05-01-14","06-01-14","11-01-14","Monoculture","Landrace"
"3154","3154","Irrigated","05-01-14","06-01-14","11-01-14","Monoculture","Landrace"
"3155","3155","Irrigated","05-01-14","06-01-14","11-01-14","Monoculture","Landrace"
"3156","3156","Irrigated","05-01-14","06-01-14","11-01-14","Monoculture","Landrace"
"3157","3157","Rainfed","04-01-14","04-01-14","08-01-14","Monoculture","Landrace"
"3158","3158","Rainfed","29-05-14","08-01-14","01-01-15","Monoculture","Landrace"
"3159","3159","Irrigated","06-01-14","07-01-14","11-01-14","Monoculture","Landrace"
"3160","3160","Irrigated","06-01-14","07-01-14","11-01-14","Monoculture","Landrace"
"3161","3161","Rainfed","29-05-14","06-01-14","12-01-14","Monoculture","Landrace"
"3162","3162","Irrigated","07-01-14","08-01-14","11-01-14","Monoculture","Landrace"
"3163","3163","Rainfed","29-05-14","02-01-14","07-01-14","Monoculture","Landrace"
"3164","3164","Rainfed","29-05-14","02-01-14","07-01-14","Monoculture","Landrace"
"3165","3165","Rainfed","29-05-14","08-01-14","11-01-14","Monoculture","Landrace"
"3166","3166","Rainfed","16-06-14","10-01-13","02-01-14","Monoculture","Landrace"
"3167","3167","Irrigated","06-01-14","07-01-14","11-01-14","Monoculture","Landrace"
"3168","3168","Rainfed","07-01-14","07-01-14","11-01-14","Monoculture","Landrace"
"3169","3169","Rainfed","07-01-14","07-01-14","11-01-14","Monoculture","Landrace"
"3170","3170","Irrigated","06-01-14","07-01-14","11-01-14","Monoculture","Landrace"
"3171","3171","Rainfed","05-01-13","26-06-14","12-01-14","Monoculture","Landrace"
"3172","3172","Irrigated","06-01-14","08-01-14","11-01-14","Monoculture","Landrace"
"3173","3173","Irrigated","06-01-14","07-01-14","11-01-14","Monoculture","Landrace"
"3174","3174","Irrigated","01-06-14","01-07-14","01-10-14","Monoculture","Landrace"
"3175","3175","Irrigated","01-06-14","01-07-14","01-11-14","Monoculture","Improved"
"3176","3176","Irrigated","06-01-14","07-01-14","11-01-14","Monoculture","Landrace"
"3177","3177","Irrigated","30-06-14","07-01-14","12-01-14","Monoculture","Landrace"
"3178","3178","Irrigated","08-01-14","09-01-14","12-01-14","Monoculture","Landrace"
"3179","3179","Rainfed","07-01-14","30-06-14","11-01-14","Mixed cropping","Landrace"
"3180","3180","Rainfed","05-01-14","30-06-14","11-01-14","Monoculture","Landrace"
"3181","3181","Irrigated","05-01-14","30-06-14","11-01-14","Monoculture","Landrace"
"3182","3182","Rainfed","04-01-14","04-01-14","07-01-14","Monoculture","Landrace"
"3183","3183","Rainfed","05-01-14","30-06-14","11-01-14","Monoculture","Landrace"
"3184","3184","Rainfed","30-06-14","30-06-14","30-06-14","Mixed cropping","Landrace"
"3185","3185","Rainfed","03-01-14","04-01-14","30-06-14","Monoculture","Landrace"
"3186","3186","Irrigated","05-01-14","06-01-14","11-01-14","Monoculture","Landrace"
"3187","3187","Irrigated","05-01-14","06-01-14","11-01-14","Monoculture","Landrace"
"3188","3188","Irrigated","05-01-14","30-06-14","11-01-14","Monoculture","Landrace"
"3189","3189","Irrigated","05-01-14","30-06-14","11-01-14","Monoculture","Landrace"
"3190","3190","Irrigated","05-01-14","30-06-14","11-01-14","Monoculture","Landrace"
"3191","3191","Nil","04-07-14","04-07-14","04-07-14","Nil","Landrace"
"3192","3192","Nil","07-04-14","07-04-14","07-04-14","Nil","Landrace"
"3193","3193","NIl","07-04-14","07-04-14","07-04-14","NIl","Landrace"
"3194","3194","Nil","07-04-14","07-04-14","07-04-14","NIl","Landrace"
"3195","3195","Irrigated","02-01-14","05-01-14","11-01-14","Monoculture","Landrace"
"3196","3196","Nil","07-08-14","07-08-14","07-08-14","nil","Landrace"
"3197","3197","Nil","07-08-14","07-08-14","07-08-14","Nil","Landrace"
"3198","3198","Nil","07-08-14","07-08-14","07-08-14","Nil","Landrace"
"3199","3199","Rainfed","02-01-14","02-01-14","06-01-14","Monoculture","Landrace"
"3200","3200","Rainfed","06-01-14","06-01-14","11-01-14","Monoculture","Landrace"
"3201","3201","Rainfed","05-01-14","05-01-14","09-01-14","Monoculture","Landrace"
"3202","3202","Rainfed","07-09-14","05-01-14","09-01-14","Monoculture","Landrace"
"3203","3203","Rainfed","07-09-14","01-01-14","06-01-14","Monoculture","Landrace"
"3204","3204","Rainfed","07-11-14","01-01-14","09-01-14","Monoculture","Landrace"
"3205","3205","Rainfed","07-11-14","01-01-14","06-01-14","Monoculture","Landrace"
"3206","3206","Rainfed","07-11-14","06-01-14","11-01-14","Monoculture","Landrace"
"3207","3207","Rainfed","07-11-14","02-01-14","07-01-14","Monoculture","Landrace"
"3208","3208","Rainfed","07-11-14","06-01-14","10-01-14","Monoculture","Landrace"
"3209","3209","Rainfed","07-11-14","02-01-14","07-01-14","Monoculture","Landrace"
"3210","3210","Rainfed","07-11-14","02-01-14","07-01-14","Intercropping","Landrace"
"3211","3211","Rainfed","07-11-14","01-01-14","06-01-14","Monoculture","Landrace"
"3212","3212","Rainfed","04-01-14","04-01-14","09-01-14","Monoculture","Improved"
"3213","3213","Rainfed","04-01-14","04-01-14","09-01-14","Monoculture","Improved"
"3214","3214","Rainfed","04-01-14","04-01-14","09-01-14","Monoculture","Improved"
"3215","3215","Rainfed","01-04-14","01-04-14","01-09-14","Monoculture","Improved"
"3216","3216","Rainfed","01-04-14","01-04-14","01-09-14","Monoculture","Improved"
"3217","3217","Rainfed","12-01-15","12-01-15","12-01-15","Monoculture","Improved"
"3218","3218","Rainfed","03-03-16","03-03-16","03-03-16","Monoculture","Improved"
"3219","3219","Rainfed","03-03-16","03-03-16","03-03-16","Monoculture","Improved"
"3220","3220","Rainfed","03-03-16","03-03-16","03-03-16","Monoculture","Improved"
"3221","3221","Rainfed","April","July","January","Monoculture","Improved"
"3222","3222","Rainfed","03-03-16","03-03-16","03-03-16","Monoculture","Improved"
"3223","3223","Rainfed","03-03-16","03-03-16","03-03-16","Monoculture","Improved"
"3224","3224","Rainfed","06-01-14","07-01-14","11-01-14","Monoculture","Landrace"
"3225","3225","Rainfed","02-01-14","02-01-14","07-01-14","Monoculture","Landrace"
"3226","3226","Rainfed","02-01-14","05-01-14","09-01-14","Monoculture","Landrace"
"3227","3227","Rainfed","02-01-14","05-01-14","10-01-14","Monoculture","Landrace"
"3228","3228","Rainfed","12-01-13","01-01-14","10-01-14","Mixed cropping","Landrace"
"3229","3229","Rainfed","20-08-14","01-01-14","10-01-14","Monoculture","Landrace"
"3230","3230","Rainfed","02-01-14","02-01-14","06-01-14","Monoculture","Landrace"
"3231","3231","Rainfed","06-01-14","07-01-13","11-01-14","Monoculture","Landrace"
"3232","3232","Rainfed","01-01-14","01-01-14","05-01-14","Monoculture","Landrace"
"3233","3233","Rainfed","06-01-14","06-01-14","10-01-14","Intercropping","Landrace"
"3234","3234","Rainfed","06-01-14","06-01-14","10-01-14","Intercropping","Landrace"
"3235","3235","Rainfed","06-01-14","06-01-14","10-01-14","Intercropping","Landrace"
"3236","3236","Rainfed","01-01-14","01-01-14","10-01-14","Intercropping","Landrace"
"3237","3237","Rainfed","06-01-14","06-01-14","01-01-15","Monoculture","Landrace"
"3238","3238","Rainfed","06-01-14","06-01-14","10-01-14","Monoculture","Landrace"
"3239","3239","Rainfed","06-01-14","06-01-14","10-01-14","Monoculture","Landrace"
"3240","3240","Rainfed","07-01-14","07-01-14","01-01-15","Monoculture","Landrace"
"3241","3241","Rainfed","09-01-14","09-01-14","11-01-14","Intercropping","Landrace"
"3242","3242","Rainfed","02-01-14","02-01-14","06-01-14","Intercropping","Landrace"
"3243","3243","Rainfed","02-01-14","02-01-14","09-01-14","Intercropping","Landrace"
"3244","3244","Rainfed","02-01-14","02-01-14","07-01-14","Monoculture","Landrace"
"3245","3245","Rainfed","02-01-14","02-01-14","06-01-14","Monoculture","Landrace"
"3246","3246","Rainfed","02-01-14","02-01-14","06-01-14","Monoculture","Landrace"
"3247","3247","Rainfed","02-01-14","02-01-14","12-01-14","Intercropping","Landrace"
"3248","3248","Rainfed","04-01-14","04-01-14","09-01-14","Monoculture","Landrace"
"3249","3249","Rainfed","02-01-14","02-01-14","07-01-14","Monoculture","Landrace"
"3250","3250","Rainfed","02-01-14","02-01-14","07-01-14","Monoculture","Landrace"
"3251","3251","Rainfed","02-01-14","02-01-14","07-01-14","Monoculture","Landrace"
"3252","3252","Rainfed","02-01-14","02-01-14","06-01-14","Intercropping","Landrace"
"3253","3253","Rainfed","02-01-14","02-01-14","10-01-14","Intercropping","Landrace"
"3254","3254","Rainfed","05-01-14","05-01-14","10-01-14","Intercropping","Landrace"
"3255","3255","Rainfed","03-01-14","03-01-14","11-01-14","Intercropping","Landrace"
"3256","3256","Rainfed","04-01-14","04-01-14","10-01-14","Monoculture","Landrace"
"3257","3257","Rainfed","04-01-14","04-01-14","10-01-14","Monoculture","Landrace"
"3258","3258","Rainfed","04-01-14","04-01-14","10-01-14","Monoculture","Landrace"
"3259","3259","Rainfed","03-01-14","04-01-14","10-01-14","Monoculture","Landrace"
"3260","3260","Rainfed","03-01-14","04-01-14","10-01-14","Monoculture","Landrace"
"3261","3261","Rainfed","03-01-14","03-01-14","07-01-14","Monoculture","Landrace"
"3262","3262","Rainfed","02-01-14","02-01-14","06-01-14","Monoculture","Landrace"
"3263","3263","Rainfed","03-01-14","03-01-14","06-01-14","Intercropping","Landrace"
"3264","3264","Rainfed","01-02-14","01-02-14","01-06-14","Intercropping","Landrace"
"3265","3265","Rainfed","02-01-14","02-01-14","08-01-14","Intercropping","Landrace"
"3266","3266","Rainfed","03-01-14","03-01-14","07-01-14","Monoculture","Landrace"
"3267","3267","Rainfed","03-01-14","04-01-14","11-01-14","Monoculture","Landrace"
"3268","3268","Rainfed","02-01-14","02-01-14","12-01-14","Intercropping","Landrace"
"3269","3269","Rainfed","02-01-14","02-01-14","12-01-14","Intercropping","Landrace"
"3270","3270","Rainfed","02-01-14","02-01-14","07-01-14","Monoculture","Landrace"
"3271","3271","Rainfed","02-01-14","03-01-14","06-01-14","Monoculture","Landrace"
"3272","3272","Rainfed","01-01-14","01-01-14","06-01-14","Monoculture","Landrace"
"3273","3273","Rainfed","02-01-14","02-01-14","06-01-14","Intercropping","Landrace"
"3274","3274","Rainfed","01-02-14","01-02-14","01-06-14","Intercropping","Landrace"
"3275","3275","Rainfed","02-01-14","02-01-14","07-01-14","Intercropping","Landrace"
"3276","3276","Rainfed","02-01-14","02-01-14","07-01-14","Intercropping","Landrace"
"3277","3277","Rainfed","02-01-14","02-01-14","07-01-14","Intercropping","Landrace"
"3278","3278","Rainfed","02-01-14","02-01-14","07-01-14","Intercropping","Landrace"
"3279","3279","Rainfed","05-01-14","05-01-14","10-01-14","Monoculture","Landrace"
"3280","3280","Rainfed","01-02-14","01-02-14","01-12-14","Intercropping","Landrace"
"3281","3281","Rainfed","02-01-14","02-01-14","07-01-14","Monoculture","Landrace"
"3282","3282","Rainfed","02-01-14","03-01-14","06-01-14","Monoculture","Landrace"
"3283","3283","Rainfed","05-01-14","05-01-14","10-01-14","Intercropping","Landrace"
"3284","3284","Rainfed","05-01-14","05-01-14","10-01-14","Intercropping","Landrace"
"3285","3285","Rainfed","02-01-14","02-01-14","10-01-14","Intercropping","Landrace"
"3286","3286","Rainfed","02-01-14","02-01-14","07-01-14","Monoculture","Landrace"
"3287","3287","Rainfed","01-01-14","02-01-14","06-01-14","Monoculture","Landrace"
"3288","3288","Rainfed","02-01-14","02-01-14","07-01-14","Intercropping","Landrace"
"3289","3289","Rainfed","02-01-14","02-01-14","07-01-14","Intercropping","Landrace"
"3290","3290","Rainfed","02-01-14","02-01-14","12-01-14","Intercropping","Landrace"
"3291","3291","Rainfed","02-01-14","02-01-14","07-01-14","Monoculture","Landrace"
"3292","3292","Rainfed","01-01-14","02-01-14","06-01-14","Monoculture","Landrace"
"3293","3293","Rainfed","02-01-14","02-01-14","06-01-14","Monoculture","Landrace"
"3294","3294","Rainfed","02-01-14","02-01-14","06-01-14","Intercropping","Landrace"
"3295","3295","Rainfed","05-01-14","05-01-14","26-01-10","Intercropping","Landrace"
"3296","3296","Rainfed","02-01-14","02-01-14","12-01-14","Intercropping","Landrace"
"3297","3297","Rainfed","02-01-14","02-01-14","07-01-14","Monoculture","Landrace"
"3298","3298","Rainfed","01-01-14","01-01-14","06-01-14","Intercropping","Landrace"
"3299","3299","Rainfed","02-01-14","02-01-14","06-01-14","Intercropping","Landrace"
"3300","3300","Rainfed","02-01-14","02-01-14","06-01-14","Intercropping","Landrace"
"3301","3301","Rainfed","05-01-14","05-01-14","10-01-14","Monoculture","Landrace"
"3302","3302","Rainfed","02-01-14","02-01-14","05-01-14","Monoculture","Landrace"
"3303","3303","Rainfed","04-01-14","05-01-14","07-01-14","Intercropping","Landrace"
"3304","3304","Rainfed","05-01-14","06-01-14","10-01-14","Intercropping","Landrace"
"3305","3305","Rainfed","01-01-14","01-01-14","05-01-14","Intercropping","Landrace"
"3306","3306","Rainfed","01-01-14","01-01-14","06-01-14","Intercropping","Landrace"
"3307","3307","Rainfed","06-01-14","06-01-14","10-01-14","Intercropping","Landrace"
"3308","3308","Rainfed","02-01-14","02-01-14","06-01-14","Intercropping","Landrace"
"3309","3309","Rainfed","07-01-14","07-01-14","02-01-15","Intercropping","Landrace"
"3310","3310","Rainfed","09-01-14","09-01-14","02-01-15","Monoculture","Landrace"
"3311","3311","Rainfed","02-01-14","02-01-14","11-01-14","Intercropping","Landrace"
"3312","3312","Rainfed","06-01-14","06-01-14","11-01-14","Intercropping","Landrace"
